Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Bogota,PM2.5 - Principal,2016-03-31 09:00 PM,2016,03,31,21,84,Moderate,28.0,20.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-03-31 10:00 PM,2016,03,31,22,86,Moderate,28.7,28.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-03-31 11:00 PM,2016,03,31,23,87,Moderate,29.3,25.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 12:00 AM,2016,04,01,00,86,Moderate,28.8,32.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 01:00 AM,2016,04,01,01,87,Moderate,29.1,28.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 02:00 AM,2016,04,01,02,86,Moderate,28.7,25.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 03:00 AM,2016,04,01,03,85,Moderate,28.5,27.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 04:00 AM,2016,04,01,04,87,Moderate,29.0,26.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 05:00 AM,2016,04,01,05,88,Moderate,29.9,29.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 06:00 AM,2016,04,01,06,90,Moderate,30.7,28.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 07:00 AM,2016,04,01,07,91,Moderate,31.3,41.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 08:00 AM,2016,04,01,08,92,Moderate,31.7,49.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 09:00 AM,2016,04,01,09,94,Moderate,32.7,51.0,UG/M3,1 Hr,Valid
Bogota,PM2.5 - Principal,2016-04-01 10:00 AM,2016,04,01,10,96,Moderate,33.5,48.0,UG/M3,1 Hr,Valid
