Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Jakarta South,PM2.5 - Principal,2016-02-01 08:00 AM,2016,02,01,08,47.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 09:00 AM,2016,02,01,09,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 10:00 AM,2016,02,01,10,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 11:00 AM,2016,02,01,11,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 12:00 PM,2016,02,01,12,32.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 01:00 PM,2016,02,01,13,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 02:00 PM,2016,02,01,14,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 03:00 PM,2016,02,01,15,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 04:00 PM,2016,02,01,16,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 05:00 PM,2016,02,01,17,29.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 06:00 PM,2016,02,01,18,46.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 07:00 PM,2016,02,01,19,60.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 08:00 PM,2016,02,01,20,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 09:00 PM,2016,02,01,21,48.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 10:00 PM,2016,02,01,22,48.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-01 11:00 PM,2016,02,01,23,40.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 12:00 AM,2016,02,02,00,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 01:00 AM,2016,02,02,01,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 02:00 AM,2016,02,02,02,25.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 03:00 AM,2016,02,02,03,41.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 04:00 AM,2016,02,02,04,41.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 05:00 AM,2016,02,02,05,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 06:00 AM,2016,02,02,06,41.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 07:00 AM,2016,02,02,07,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 08:00 AM,2016,02,02,08,47.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 09:00 AM,2016,02,02,09,47.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 10:00 AM,2016,02,02,10,53.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 11:00 AM,2016,02,02,11,28.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 12:00 PM,2016,02,02,12,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 01:00 PM,2016,02,02,13,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 02:00 PM,2016,02,02,14,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 03:00 PM,2016,02,02,15,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 04:00 PM,2016,02,02,16,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 05:00 PM,2016,02,02,17,26.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 06:00 PM,2016,02,02,18,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 07:00 PM,2016,02,02,19,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 08:00 PM,2016,02,02,20,36.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 09:00 PM,2016,02,02,21,28.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 10:00 PM,2016,02,02,22,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-02 11:00 PM,2016,02,02,23,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 12:00 AM,2016,02,03,00,47.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 01:00 AM,2016,02,03,01,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 02:00 AM,2016,02,03,02,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 03:00 AM,2016,02,03,03,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 04:00 AM,2016,02,03,04,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 05:00 AM,2016,02,03,05,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 06:00 AM,2016,02,03,06,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 07:00 AM,2016,02,03,07,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 08:00 AM,2016,02,03,08,26.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 09:00 AM,2016,02,03,09,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 10:00 AM,2016,02,03,10,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 11:00 AM,2016,02,03,11,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 12:00 PM,2016,02,03,12,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 01:00 PM,2016,02,03,13,28.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 02:00 PM,2016,02,03,14,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 03:00 PM,2016,02,03,15,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 04:00 PM,2016,02,03,16,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 05:00 PM,2016,02,03,17,48.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 06:00 PM,2016,02,03,18,41.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2016-02-03 07:00 PM,2016,02,03,19,46.0,UG/M3,1 Hr,Valid
