Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Pristina,PM2.5 - Principal,2016-09-01 03:00 AM,2016,09,01,03,62,Moderate,17.2,16.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 04:00 AM,2016,09,01,04,62,Moderate,17.4,18.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 05:00 AM,2016,09,01,05,62,Moderate,17.5,17.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 06:00 AM,2016,09,01,06,64,Moderate,18.1,17.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 07:00 AM,2016,09,01,07,65,Moderate,18.7,25.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 08:00 AM,2016,09,01,08,66,Moderate,19.0,22.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 09:00 AM,2016,09,01,09,65,Moderate,18.9,18.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 10:00 AM,2016,09,01,10,66,Moderate,19.1,18.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 11:00 AM,2016,09,01,11,66,Moderate,19.3,18.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 12:00 PM,2016,09,01,12,66,Moderate,19.4,17.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 01:00 PM,2016,09,01,13,66,Moderate,19.4,16.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 02:00 PM,2016,09,01,14,67,Moderate,19.5,19.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 03:00 PM,2016,09,01,15,67,Moderate,19.5,12.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 04:00 PM,2016,09,01,16,67,Moderate,19.7,11.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 05:00 PM,2016,09,01,17,67,Moderate,19.8,22.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 06:00 PM,2016,09,01,18,67,Moderate,19.8,25.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 07:00 PM,2016,09,01,19,67,Moderate,19.9,27.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 08:00 PM,2016,09,01,20,67,Moderate,19.7,22.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 09:00 PM,2016,09,01,21,67,Moderate,19.6,25.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 10:00 PM,2016,09,01,22,67,Moderate,19.6,28.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-01 11:00 PM,2016,09,01,23,66,Moderate,19.4,21.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 12:00 AM,2016,09,02,00,66,Moderate,19.0,16.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 01:00 AM,2016,09,02,01,65,Moderate,18.7,18.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 02:00 AM,2016,09,02,02,65,Moderate,18.6,21.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 03:00 AM,2016,09,02,03,64,Moderate,18.3,22.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 04:00 AM,2016,09,02,04,64,Moderate,18.3,19.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 05:00 AM,2016,09,02,05,64,Moderate,18.3,17.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 06:00 AM,2016,09,02,06,63,Moderate,18.0,20.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 07:00 AM,2016,09,02,07,63,Moderate,17.7,21.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 08:00 AM,2016,09,02,08,62,Moderate,17.5,19.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 09:00 AM,2016,09,02,09,63,Moderate,17.6,17.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 10:00 AM,2016,09,02,10,63,Moderate,17.6,14.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 11:00 AM,2016,09,02,11,62,Moderate,17.5,9.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 12:00 PM,2016,09,02,12,63,Moderate,17.7,9.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 01:00 PM,2016,09,02,13,63,Moderate,18.0,13.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 02:00 PM,2016,09,02,14,64,Moderate,18.2,13.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 03:00 PM,2016,09,02,15,64,Moderate,18.4,12.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 04:00 PM,2016,09,02,16,64,Moderate,18.2,10.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 05:00 PM,2016,09,02,17,63,Moderate,18.0,15.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 06:00 PM,2016,09,02,18,63,Moderate,18.0,17.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 07:00 PM,2016,09,02,19,63,Moderate,17.9,23.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 08:00 PM,2016,09,02,20,63,Moderate,17.9,24.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 09:00 PM,2016,09,02,21,63,Moderate,17.8,25.0,UG/M3,1 Hr,Valid
Pristina,PM2.5 - Principal,2016-09-02 10:00 PM,2016,09,02,22,63,Moderate,18.0,27.0,UG/M3,1 Hr,Valid
