Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Jakarta South,PM2.5 - Principal,2015-12-21 10:00 PM,2015,12,21,22,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-21 11:00 PM,2015,12,21,23,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 12:00 AM,2015,12,22,00,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 01:00 AM,2015,12,22,01,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 02:00 AM,2015,12,22,02,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 03:00 AM,2015,12,22,03,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 04:00 AM,2015,12,22,04,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 05:00 AM,2015,12,22,05,32.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 06:00 AM,2015,12,22,06,26.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 07:00 AM,2015,12,22,07,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 08:00 AM,2015,12,22,08,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 09:00 AM,2015,12,22,09,28.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 10:00 AM,2015,12,22,10,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 11:00 AM,2015,12,22,11,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 12:00 PM,2015,12,22,12,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 01:00 PM,2015,12,22,13,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 02:00 PM,2015,12,22,14,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 03:00 PM,2015,12,22,15,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 04:00 PM,2015,12,22,16,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2015-12-22 05:00 PM,2015,12,22,17,11.0,UG/M3,1 Hr,Valid
