Site,Parameter,Date (LT),Year,Month,Day,Hour,Raw Conc.,24-hr. Midpoint Avg. Conc.,24-hr. Midpoint Avg. AQI,24-hr. Midpoint Avg. AQI Category,NowCast Conc.,NowCast AQI,NowCast AQI Category,Conc. Unit,Duration,QC Name
Addis Ababa School,PM2.5 - Principal,2016-11-28 04:00 PM,2016,11,28,16,13.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-28 05:00 PM,2016,11,28,17,17.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-28 06:00 PM,2016,11,28,18,18.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-28 07:00 PM,2016,11,28,19,25.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-28 08:00 PM,2016,11,28,20,21.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-28 09:00 PM,2016,11,28,21,17.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-28 10:00 PM,2016,11,28,22,21.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-28 11:00 PM,2016,11,28,23,17.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 12:00 AM,2016,11,29,00,17.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 01:00 AM,2016,11,29,01,22.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 02:00 AM,2016,11,29,02,23.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 03:00 AM,2016,11,29,03,33.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 04:00 AM,2016,11,29,04,24.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 05:00 AM,2016,11,29,05,29.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 06:00 AM,2016,11,29,06,42.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 07:00 AM,2016,11,29,07,46.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 08:00 AM,2016,11,29,08,40.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 09:00 AM,2016,11,29,09,30.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 10:00 AM,2016,11,29,10,20.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 11:00 AM,2016,11,29,11,12.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 12:00 PM,2016,11,29,12,9.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 01:00 PM,2016,11,29,13,9.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 02:00 PM,2016,11,29,14,9.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 03:00 PM,2016,11,29,15,11.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 04:00 PM,2016,11,29,16,12.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 05:00 PM,2016,11,29,17,16.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 06:00 PM,2016,11,29,18,14.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 07:00 PM,2016,11,29,19,25.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 08:00 PM,2016,11,29,20,31.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 09:00 PM,2016,11,29,21,38.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 10:00 PM,2016,11,29,22,43.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-29 11:00 PM,2016,11,29,23,46.0,,,,,,,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2016-11-30 12:00 AM,2016,11,30,00,51.0,,,,,,,UG/M3,1 Hr,Valid
