Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 08:00 AM,2016,03,01,08,119,Unhealthy for Sensitive Groups,42.7,75.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 09:00 AM,2016,03,01,09,119,Unhealthy for Sensitive Groups,42.9,93.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 10:00 AM,2016,03,01,10,119,Unhealthy for Sensitive Groups,42.9,99.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 11:00 AM,2016,03,01,11,120,Unhealthy for Sensitive Groups,43.1,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 12:00 PM,2016,03,01,12,119,Unhealthy for Sensitive Groups,42.9,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 01:00 PM,2016,03,01,13,118,Unhealthy for Sensitive Groups,42.4,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 02:00 PM,2016,03,01,14,117,Unhealthy for Sensitive Groups,42.0,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 03:00 PM,2016,03,01,15,117,Unhealthy for Sensitive Groups,42.0,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 04:00 PM,2016,03,01,16,117,Unhealthy for Sensitive Groups,42.2,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 05:00 PM,2016,03,01,17,117,Unhealthy for Sensitive Groups,41.8,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 06:00 PM,2016,03,01,18,119,Unhealthy for Sensitive Groups,43.0,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 07:00 PM,2016,03,01,19,121,Unhealthy for Sensitive Groups,43.5,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 08:00 PM,2016,03,01,20,122,Unhealthy for Sensitive Groups,43.9,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 09:00 PM,2016,03,01,21,120,Unhealthy for Sensitive Groups,43.3,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 10:00 PM,2016,03,01,22,118,Unhealthy for Sensitive Groups,42.3,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-01 11:00 PM,2016,03,01,23,116,Unhealthy for Sensitive Groups,41.6,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-02 12:00 AM,2016,03,02,00,119,Unhealthy for Sensitive Groups,42.7,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-02 01:00 AM,2016,03,02,01,122,Unhealthy for Sensitive Groups,44.0,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-02 02:00 AM,2016,03,02,02,126,Unhealthy for Sensitive Groups,45.7,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-02 03:00 AM,2016,03,02,03,130,Unhealthy for Sensitive Groups,47.2,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-02 04:00 AM,2016,03,02,04,132,Unhealthy for Sensitive Groups,48.2,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-02 05:00 AM,2016,03,02,05,133,Unhealthy for Sensitive Groups,48.4,80.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-03-02 06:00 AM,2016,03,02,06,134,Unhealthy for Sensitive Groups,48.7,58.0,UG/M3,1 Hr,Valid
