Site,Parameter,Date (LT),Year,Month,Day,Hour,Raw Conc.,24-hr. Midpoint Avg. Conc.,24-hr. Midpoint Avg. AQI,24-hr. Midpoint Avg. AQI Category,NowCast Conc.,NowCast AQI,NowCast AQI Category,Conc. Unit,Duration,QC Name
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 01:00 AM, 2016, 10, 01, 01, 72.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 02:00 AM, 2016, 10, 01, 02, 51.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 03:00 AM, 2016, 10, 01, 03, 27.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 04:00 AM, 2016, 10, 01, 04, 25.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 05:00 AM, 2016, 10, 01, 05, 34.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 06:00 AM, 2016, 10, 01, 06, 45.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 07:00 AM, 2016, 10, 01, 07, 44.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 08:00 AM, 2016, 10, 01, 08, 57.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 09:00 AM, 2016, 10, 01, 09, 41.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 10:00 AM, 2016, 10, 01, 10, 23.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 11:00 AM, 2016, 10, 01, 11, 28.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 12:00 PM, 2016, 10, 01, 12, 16.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Ho Chi Minh City, PM2.5 - Principal, 2016-10-01 01:00 PM, 2016, 10, 01, 13, 20.0, , , , , , , UG/M3, 1 Hr, Valid]"
