Site,Parameter,Date (LT),Year,Month,Day,Hour,Raw Conc.,24-hr. Midpoint Avg. Conc.,24-hr. Midpoint Avg. AQI,24-hr. Midpoint Avg. AQI Category,NowCast Conc.,NowCast AQI,NowCast AQI Category,Conc. Unit,Duration,QC Name
Kolkata,PM2.5 - Principal,2016-11-01 01:00 AM,2016,11,01,01,156.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 02:00 AM,2016,11,01,02,125.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 03:00 AM,2016,11,01,03,108.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 04:00 AM,2016,11,01,04,95.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 05:00 AM,2016,11,01,05,64.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 06:00 AM,2016,11,01,06,67.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 07:00 AM,2016,11,01,07,96.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 08:00 AM,2016,11,01,08,99.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 09:00 AM,2016,11,01,09,79.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 10:00 AM,2016,11,01,10,59.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 11:00 AM,2016,11,01,11,45.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 12:00 PM,2016,11,01,12,40.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 01:00 PM,2016,11,01,13,48.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 02:00 PM,2016,11,01,14,55.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 03:00 PM,2016,11,01,15,59.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 04:00 PM,2016,11,01,16,57.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 05:00 PM,2016,11,01,17,62.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 06:00 PM,2016,11,01,18,67.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 07:00 PM,2016,11,01,19,81.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 08:00 PM,2016,11,01,20,101.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 09:00 PM,2016,11,01,21,126.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 10:00 PM,2016,11,01,22,207.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-01 11:00 PM,2016,11,01,23,126.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 12:00 AM,2016,11,02,00,97.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 01:00 AM,2016,11,02,01,116.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 02:00 AM,2016,11,02,02,124.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 03:00 AM,2016,11,02,03,99.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 04:00 AM,2016,11,02,04,96.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 05:00 AM,2016,11,02,05,100.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 06:00 AM,2016,11,02,06,104.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 07:00 AM,2016,11,02,07,122.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 08:00 AM,2016,11,02,08,131.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 09:00 AM,2016,11,02,09,70.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 10:00 AM,2016,11,02,10,55.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 11:00 AM,2016,11,02,11,56.0,,,,,,,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-11-02 12:00 PM,2016,11,02,12,64.0,,,,,,,UG/M3,1 Hr,Valid
