Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Kolkata,PM2.5 - Principal,2016-02-01 07:00 AM,2016,02,01,07,497.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 08:00 AM,2016,02,01,08,293.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 09:00 AM,2016,02,01,09,203.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 10:00 AM,2016,02,01,10,192.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 11:00 AM,2016,02,01,11,115.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 12:00 PM,2016,02,01,12,82.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 01:00 PM,2016,02,01,13,76.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 02:00 PM,2016,02,01,14,62.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 03:00 PM,2016,02,01,15,63.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 04:00 PM,2016,02,01,16,68.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 05:00 PM,2016,02,01,17,79.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 06:00 PM,2016,02,01,18,81.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 07:00 PM,2016,02,01,19,115.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 08:00 PM,2016,02,01,20,204.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 09:00 PM,2016,02,01,21,189.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 10:00 PM,2016,02,01,22,159.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-01 11:00 PM,2016,02,01,23,141.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 12:00 AM,2016,02,02,00,129.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 01:00 AM,2016,02,02,01,136.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 02:00 AM,2016,02,02,02,129.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 03:00 AM,2016,02,02,03,132.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 04:00 AM,2016,02,02,04,111.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 05:00 AM,2016,02,02,05,83.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 06:00 AM,2016,02,02,06,87.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 07:00 AM,2016,02,02,07,91.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 08:00 AM,2016,02,02,08,98.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 09:00 AM,2016,02,02,09,97.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 10:00 AM,2016,02,02,10,94.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 11:00 AM,2016,02,02,11,94.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 12:00 PM,2016,02,02,12,87.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 01:00 PM,2016,02,02,13,102.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 02:00 PM,2016,02,02,14,98.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 03:00 PM,2016,02,02,15,95.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 04:00 PM,2016,02,02,16,103.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 05:00 PM,2016,02,02,17,118.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 06:00 PM,2016,02,02,18,129.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 07:00 PM,2016,02,02,19,148.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 08:00 PM,2016,02,02,20,179.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 09:00 PM,2016,02,02,21,151.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 10:00 PM,2016,02,02,22,132.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-02 11:00 PM,2016,02,02,23,119.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 12:00 AM,2016,02,03,00,106.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 01:00 AM,2016,02,03,01,88.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 02:00 AM,2016,02,03,02,90.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 03:00 AM,2016,02,03,03,94.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 04:00 AM,2016,02,03,04,90.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 05:00 AM,2016,02,03,05,104.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 06:00 AM,2016,02,03,06,105.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 07:00 AM,2016,02,03,07,115.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 08:00 AM,2016,02,03,08,130.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 09:00 AM,2016,02,03,09,121.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 10:00 AM,2016,02,03,10,127.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 11:00 AM,2016,02,03,11,137.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 12:00 PM,2016,02,03,12,125.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 01:00 PM,2016,02,03,13,162.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 02:00 PM,2016,02,03,14,131.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 03:00 PM,2016,02,03,15,157.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 04:00 PM,2016,02,03,16,176.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 05:00 PM,2016,02,03,17,179.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 06:00 PM,2016,02,03,18,193.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 07:00 PM,2016,02,03,19,216.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 08:00 PM,2016,02,03,20,204.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 09:00 PM,2016,02,03,21,209.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 10:00 PM,2016,02,03,22,197.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-03 11:00 PM,2016,02,03,23,189.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 12:00 AM,2016,02,04,00,176.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 01:00 AM,2016,02,04,01,182.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 02:00 AM,2016,02,04,02,169.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 03:00 AM,2016,02,04,03,153.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 04:00 AM,2016,02,04,04,153.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 05:00 AM,2016,02,04,05,167.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 06:00 AM,2016,02,04,06,171.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 07:00 AM,2016,02,04,07,174.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 08:00 AM,2016,02,04,08,136.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 09:00 AM,2016,02,04,09,102.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 10:00 AM,2016,02,04,10,99.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 11:00 AM,2016,02,04,11,94.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 12:00 PM,2016,02,04,12,82.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 01:00 PM,2016,02,04,13,79.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 02:00 PM,2016,02,04,14,84.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 03:00 PM,2016,02,04,15,91.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 04:00 PM,2016,02,04,16,90.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 05:00 PM,2016,02,04,17,97.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 06:00 PM,2016,02,04,18,102.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 07:00 PM,2016,02,04,19,125.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 08:00 PM,2016,02,04,20,141.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 09:00 PM,2016,02,04,21,143.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 10:00 PM,2016,02,04,22,121.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-04 11:00 PM,2016,02,04,23,114.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 12:00 AM,2016,02,05,00,130.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 01:00 AM,2016,02,05,01,100.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 02:00 AM,2016,02,05,02,99.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 03:00 AM,2016,02,05,03,114.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 04:00 AM,2016,02,05,04,119.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 05:00 AM,2016,02,05,05,95.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 06:00 AM,2016,02,05,06,108.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 07:00 AM,2016,02,05,07,126.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 08:00 AM,2016,02,05,08,127.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 09:00 AM,2016,02,05,09,114.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 10:00 AM,2016,02,05,10,104.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 11:00 AM,2016,02,05,11,104.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 12:00 PM,2016,02,05,12,105.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 01:00 PM,2016,02,05,13,113.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 02:00 PM,2016,02,05,14,132.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 03:00 PM,2016,02,05,15,126.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 04:00 PM,2016,02,05,16,136.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 05:00 PM,2016,02,05,17,125.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 06:00 PM,2016,02,05,18,138.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 07:00 PM,2016,02,05,19,176.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 08:00 PM,2016,02,05,20,188.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 09:00 PM,2016,02,05,21,206.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 10:00 PM,2016,02,05,22,188.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-05 11:00 PM,2016,02,05,23,200.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 12:00 AM,2016,02,06,00,307.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 01:00 AM,2016,02,06,01,201.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 02:00 AM,2016,02,06,02,235.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 03:00 AM,2016,02,06,03,205.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 04:00 AM,2016,02,06,04,202.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 05:00 AM,2016,02,06,05,202.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 06:00 AM,2016,02,06,06,179.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 07:00 AM,2016,02,06,07,203.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 08:00 AM,2016,02,06,08,205.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 09:00 AM,2016,02,06,09,145.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 10:00 AM,2016,02,06,10,127.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 11:00 AM,2016,02,06,11,128.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 12:00 PM,2016,02,06,12,131.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 01:00 PM,2016,02,06,13,123.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 02:00 PM,2016,02,06,14,141.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 03:00 PM,2016,02,06,15,140.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 04:00 PM,2016,02,06,16,152.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 05:00 PM,2016,02,06,17,165.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 06:00 PM,2016,02,06,18,168.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 07:00 PM,2016,02,06,19,199.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 08:00 PM,2016,02,06,20,238.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 09:00 PM,2016,02,06,21,242.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 10:00 PM,2016,02,06,22,230.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-06 11:00 PM,2016,02,06,23,224.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 12:00 AM,2016,02,07,00,264.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 01:00 AM,2016,02,07,01,279.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 02:00 AM,2016,02,07,02,259.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 03:00 AM,2016,02,07,03,246.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 04:00 AM,2016,02,07,04,258.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 05:00 AM,2016,02,07,05,254.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 06:00 AM,2016,02,07,06,280.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 07:00 AM,2016,02,07,07,342.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 08:00 AM,2016,02,07,08,421.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 09:00 AM,2016,02,07,09,367.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 10:00 AM,2016,02,07,10,200.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 11:00 AM,2016,02,07,11,173.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 12:00 PM,2016,02,07,12,171.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 01:00 PM,2016,02,07,13,162.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 02:00 PM,2016,02,07,14,183.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 03:00 PM,2016,02,07,15,204.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 04:00 PM,2016,02,07,16,200.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 05:00 PM,2016,02,07,17,215.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 06:00 PM,2016,02,07,18,208.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 07:00 PM,2016,02,07,19,172.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 08:00 PM,2016,02,07,20,192.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 09:00 PM,2016,02,07,21,202.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 10:00 PM,2016,02,07,22,249.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-07 11:00 PM,2016,02,07,23,231.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 12:00 AM,2016,02,08,00,206.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 01:00 AM,2016,02,08,01,211.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 02:00 AM,2016,02,08,02,216.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 03:00 AM,2016,02,08,03,225.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 04:00 AM,2016,02,08,04,248.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 05:00 AM,2016,02,08,05,251.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 06:00 AM,2016,02,08,06,302.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 07:00 AM,2016,02,08,07,297.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 08:00 AM,2016,02,08,08,360.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 09:00 AM,2016,02,08,09,364.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 10:00 AM,2016,02,08,10,218.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 11:00 AM,2016,02,08,11,123.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 12:00 PM,2016,02,08,12,94.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 01:00 PM,2016,02,08,13,83.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 02:00 PM,2016,02,08,14,93.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 03:00 PM,2016,02,08,15,87.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 04:00 PM,2016,02,08,16,80.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 05:00 PM,2016,02,08,17,88.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 06:00 PM,2016,02,08,18,94.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 07:00 PM,2016,02,08,19,100.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 08:00 PM,2016,02,08,20,98.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 09:00 PM,2016,02,08,21,109.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 10:00 PM,2016,02,08,22,116.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-08 11:00 PM,2016,02,08,23,119.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 12:00 AM,2016,02,09,00,119.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 01:00 AM,2016,02,09,01,83.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 02:00 AM,2016,02,09,02,87.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 03:00 AM,2016,02,09,03,94.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 04:00 AM,2016,02,09,04,115.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 05:00 AM,2016,02,09,05,125.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 06:00 AM,2016,02,09,06,114.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 07:00 AM,2016,02,09,07,125.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 08:00 AM,2016,02,09,08,133.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 09:00 AM,2016,02,09,09,111.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 10:00 AM,2016,02,09,10,110.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2016-02-09 11:00 AM,2016,02,09,11,105.0,UG/M3,1 Hr,Valid
