Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Hyderabad,PM2.5 - Principal,2016-12-01 01:00 AM,2016,12,01,01,187,4,125.0,110.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 02:00 AM,2016,12,01,02,186,4,124.2,113.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 03:00 AM,2016,12,01,03,186,4,123.5,135.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 04:00 AM,2016,12,01,04,186,4,122.8,165.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 05:00 AM,2016,12,01,05,185,4,122.2,202.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 06:00 AM,2016,12,01,06,185,4,120.7,234.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 07:00 AM,2016,12,01,07,184,4,119.4,204.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 08:00 AM,2016,12,01,08,183,4,118.2,310.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 09:00 AM,2016,12,01,09,182,4,116.3,246.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 10:00 AM,2016,12,01,10,182,4,114.9,90.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 11:00 AM,2016,12,01,11,181,4,114.5,62.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 12:00 PM,2016,12,01,12,181,4,112.9,46.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 01:00 PM,2016,12,01,13,180,4,111.4,36.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 02:00 PM,2016,12,01,14,179,4,110.3,38.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 03:00 PM,2016,12,01,15,179,4,108.9,36.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 04:00 PM,2016,12,01,16,177,4,106.3,34.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 05:00 PM,2016,12,01,17,175,4,102.5,51.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 06:00 PM,2016,12,01,18,172,4,97.0,57.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 07:00 PM,2016,12,01,19,169,4,91.0,70.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 08:00 PM,2016,12,01,20,167,4,86.3,79.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 09:00 PM,2016,12,01,21,163,4,78.5,83.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 10:00 PM,2016,12,01,22,160,4,73.0,97.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-01 11:00 PM,2016,12,01,23,160,4,72.5,91.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 12:00 AM,2016,12,02,00,160,4,72.5,86.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 01:00 AM,2016,12,02,01,160,4,73.0,84.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 02:00 AM,2016,12,02,02,161,4,74.1,78.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 03:00 AM,2016,12,02,03,161,4,74.8,73.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 04:00 AM,2016,12,02,04,161,4,75.7,74.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 05:00 AM,2016,12,02,05,162,4,77.0,69.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 06:00 AM,2016,12,02,06,163,4,77.8,90.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 07:00 AM,2016,12,02,07,163,4,78.3,93.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 08:00 AM,2016,12,02,08,163,4,78.4,121.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 09:00 AM,2016,12,02,09,163,4,78.6,116.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 10:00 AM,2016,12,02,10,163,4,78.4,77.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 11:00 AM,2016,12,02,11,163,4,78.2,63.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 12:00 PM,2016,12,02,12,163,4,78.4,58.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 01:00 PM,2016,12,02,13,163,4,78.0,61.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 02:00 PM,2016,12,02,14,162,4,77.5,56.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 03:00 PM,2016,12,02,15,162,4,77.2,58.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 04:00 PM,2016,12,02,16,162,4,76.8,65.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 05:00 PM,2016,12,02,17,162,4,76.4,70.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 06:00 PM,2016,12,02,18,162,4,76.8,69.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 07:00 PM,2016,12,02,19,161,4,75.7,72.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 08:00 PM,2016,12,02,20,161,4,74.5,84.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 09:00 PM,2016,12,02,21,159,4,71.8,78.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 10:00 PM,2016,12,02,22,158,4,69.0,93.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-02 11:00 PM,2016,12,02,23,158,4,68.4,95.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-03 12:00 AM,2016,12,03,00,158,4,68.1,75.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-03 01:00 AM,2016,12,03,01,157,4,67.7,74.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-03 02:00 AM,2016,12,03,02,157,4,66.7,69.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2016-12-03 03:00 AM,2016,12,03,03,157,4,66.2,64.0,UG/M3,1 Hr,Valid
