Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Jakarta Central,PM2.5 - Principal,2016-02-01 08:00 AM,2016,02,01,08,14.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 09:00 AM,2016,02,01,09,12.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 10:00 AM,2016,02,01,10,18.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 11:00 AM,2016,02,01,11,-5.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 12:00 PM,2016,02,01,12,12.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 01:00 PM,2016,02,01,13,6.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 02:00 PM,2016,02,01,14,3.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 03:00 PM,2016,02,01,15,2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 04:00 PM,2016,02,01,16,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 05:00 PM,2016,02,01,17,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 06:00 PM,2016,02,01,18,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 07:00 PM,2016,02,01,19,4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 08:00 PM,2016,02,01,20,28.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 09:00 PM,2016,02,01,21,38.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-02-01 10:00 PM,2016,02,01,22,23.0,UG/M3,1 Hr,Valid
