Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Jakarta Central,PM2.5 - Principal,2016-01-01 08:00 AM,2016,01,01,08,40.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-01 09:00 AM,2016,01,01,09,23.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-01 10:00 AM,2016,01,01,10,27.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-01 11:00 AM,2016,01,01,11,17.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-01 12:00 PM,2016,01,01,12,20.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-01 01:00 PM,2016,01,01,13,15.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-31 02:00 AM,2016,01,31,02,17.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-31 03:00 AM,2016,01,31,03,-1.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-31 04:00 AM,2016,01,31,04,-2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-31 05:00 AM,2016,01,31,05,2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-31 06:00 AM,2016,01,31,06,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-31 07:00 AM,2016,01,31,07,6.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 08:00 PM,2016,01,30,20,21.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 09:00 PM,2016,01,30,21,18.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 10:00 PM,2016,01,30,22,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 11:00 PM,2016,01,30,23,9.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-31 12:00 AM,2016,01,31,00,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-31 01:00 AM,2016,01,31,01,4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 02:00 PM,2016,01,30,14,-2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 03:00 PM,2016,01,30,15,0.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 04:00 PM,2016,01,30,16,1.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 05:00 PM,2016,01,30,17,16.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 06:00 PM,2016,01,30,18,14.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 07:00 PM,2016,01,30,19,21.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 08:00 AM,2016,01,30,08,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 09:00 AM,2016,01,30,09,13.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 10:00 AM,2016,01,30,10,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 11:00 AM,2016,01,30,11,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 12:00 PM,2016,01,30,12,11.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 01:00 PM,2016,01,30,13,4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 02:00 AM,2016,01,30,02,24.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 03:00 AM,2016,01,30,03,32.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 04:00 AM,2016,01,30,04,14.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 05:00 AM,2016,01,30,05,5.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 06:00 AM,2016,01,30,06,5.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 07:00 AM,2016,01,30,07,4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 08:00 PM,2016,01,29,20,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 09:00 PM,2016,01,29,21,3.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 10:00 PM,2016,01,29,22,5.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 11:00 PM,2016,01,29,23,21.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 12:00 AM,2016,01,30,00,16.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-30 01:00 AM,2016,01,30,01,12.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 02:00 PM,2016,01,29,14,29.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 03:00 PM,2016,01,29,15,16.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 04:00 PM,2016,01,29,16,14.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 05:00 PM,2016,01,29,17,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 06:00 PM,2016,01,29,18,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 07:00 PM,2016,01,29,19,13.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 08:00 AM,2016,01,29,08,53.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 09:00 AM,2016,01,29,09,30.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 10:00 AM,2016,01,29,10,27.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 11:00 AM,2016,01,29,11,21.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 12:00 PM,2016,01,29,12,30.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 01:00 PM,2016,01,29,13,18.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 02:00 AM,2016,01,29,02,36.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 03:00 AM,2016,01,29,03,45.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 04:00 AM,2016,01,29,04,45.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 05:00 AM,2016,01,29,05,64.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 06:00 AM,2016,01,29,06,63.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 07:00 AM,2016,01,29,07,62.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 08:00 PM,2016,01,28,20,4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 09:00 PM,2016,01,28,21,2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 10:00 PM,2016,01,28,22,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 11:00 PM,2016,01,28,23,23.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 12:00 AM,2016,01,29,00,26.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-29 01:00 AM,2016,01,29,01,31.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 02:00 PM,2016,01,28,14,6.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 03:00 PM,2016,01,28,15,3.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 04:00 PM,2016,01,28,16,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 05:00 PM,2016,01,28,17,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 06:00 PM,2016,01,28,18,9.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 07:00 PM,2016,01,28,19,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 08:00 AM,2016,01,28,08,90.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 09:00 AM,2016,01,28,09,66.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 10:00 AM,2016,01,28,10,31.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 11:00 AM,2016,01,28,11,27.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 12:00 PM,2016,01,28,12,17.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 01:00 PM,2016,01,28,13,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 02:00 AM,2016,01,28,02,26.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 03:00 AM,2016,01,28,03,25.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 04:00 AM,2016,01,28,04,32.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 05:00 AM,2016,01,28,05,42.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 06:00 AM,2016,01,28,06,47.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 07:00 AM,2016,01,28,07,74.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-27 08:00 PM,2016,01,27,20,-1.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-27 09:00 PM,2016,01,27,21,2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-27 10:00 PM,2016,01,27,22,14.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-27 11:00 PM,2016,01,27,23,33.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 12:00 AM,2016,01,28,00,36.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-28 01:00 AM,2016,01,28,01,29.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-27 02:00 PM,2016,01,27,14,2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-27 03:00 PM,2016,01,27,15,1.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-27 04:00 PM,2016,01,27,16,-2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-27 05:00 PM,2016,01,27,17,-4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-01-27 06:00 PM,2016,01,27,18,5.0,UG/M3,1 Hr,Valid
