Site,Parameter,Date (LT),Year,Month,Day,Hour,Raw Conc.,24-hr. Midpoint Avg. Conc.,24-hr. Midpoint Avg. AQI,24-hr. Midpoint Avg. AQI Category,NowCast Conc.,NowCast AQI,NowCast AQI Category,Conc. Unit,Duration,QC Name
Jakarta Central,PM2.5 - Principal,2016-11-01 01:00 AM,2016,11,01,01,21.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 02:00 AM,2016,11,01,02,17.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 03:00 AM,2016,11,01,03,22.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 04:00 AM,2016,11,01,04,24.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 05:00 AM,2016,11,01,05,11.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 06:00 AM,2016,11,01,06,23.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 07:00 AM,2016,11,01,07,27.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 08:00 AM,2016,11,01,08,26.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 09:00 AM,2016,11,01,09,28.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 10:00 AM,2016,11,01,10,19.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 11:00 AM,2016,11,01,11,16.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 12:00 PM,2016,11,01,12,22.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 01:00 PM,2016,11,01,13,23.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 02:00 PM,2016,11,01,14,32.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 03:00 PM,2016,11,01,15,28.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 04:00 PM,2016,11,01,16,24.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 05:00 PM,2016,11,01,17,27.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 06:00 PM,2016,11,01,18,33.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 07:00 PM,2016,11,01,19,37.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 08:00 PM,2016,11,01,20,35.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 09:00 PM,2016,11,01,21,26.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 10:00 PM,2016,11,01,22,28.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-01 11:00 PM,2016,11,01,23,31.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 12:00 AM,2016,11,02,00,30.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 01:00 AM,2016,11,02,01,30.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 02:00 AM,2016,11,02,02,35.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 03:00 AM,2016,11,02,03,33.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 04:00 AM,2016,11,02,04,31.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 05:00 AM,2016,11,02,05,34.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 06:00 AM,2016,11,02,06,30.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 07:00 AM,2016,11,02,07,30.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 08:00 AM,2016,11,02,08,35.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 09:00 AM,2016,11,02,09,25.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 10:00 AM,2016,11,02,10,21.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 11:00 AM,2016,11,02,11,23.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 12:00 PM,2016,11,02,12,22.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 01:00 PM,2016,11,02,13,27.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 02:00 PM,2016,11,02,14,28.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 03:00 PM,2016,11,02,15,31.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 04:00 PM,2016,11,02,16,31.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 05:00 PM,2016,11,02,17,29.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 06:00 PM,2016,11,02,18,26.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 07:00 PM,2016,11,02,19,41.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 08:00 PM,2016,11,02,20,985.0,,,,,,,UG/M3,1 Hr,Invalid
Jakarta Central,PM2.5 - Principal,2016-11-02 09:00 PM,2016,11,02,21,29.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-02 10:00 PM,2016,11,02,22,985.0,,,,,,,UG/M3,1 Hr,Invalid
Jakarta Central,PM2.5 - Principal,2016-11-02 11:00 PM,2016,11,02,23,21.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 12:00 AM,2016,11,03,00,22.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 01:00 AM,2016,11,03,01,33.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 02:00 AM,2016,11,03,02,24.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 03:00 AM,2016,11,03,03,25.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 04:00 AM,2016,11,03,04,27.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 05:00 AM,2016,11,03,05,35.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 06:00 AM,2016,11,03,06,47.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 07:00 AM,2016,11,03,07,42.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 08:00 AM,2016,11,03,08,24.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 09:00 AM,2016,11,03,09,28.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 10:00 AM,2016,11,03,10,29.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 11:00 AM,2016,11,03,11,30.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 12:00 PM,2016,11,03,12,24.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 01:00 PM,2016,11,03,13,35.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 02:00 PM,2016,11,03,14,985.0,,,,,,,UG/M3,1 Hr,Invalid
Jakarta Central,PM2.5 - Principal,2016-11-03 03:00 PM,2016,11,03,15,40.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 04:00 PM,2016,11,03,16,48.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 05:00 PM,2016,11,03,17,985.0,,,,,,,UG/M3,1 Hr,Invalid
Jakarta Central,PM2.5 - Principal,2016-11-03 06:00 PM,2016,11,03,18,54.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 07:00 PM,2016,11,03,19,40.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 08:00 PM,2016,11,03,20,36.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 09:00 PM,2016,11,03,21,55.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 10:00 PM,2016,11,03,22,64.0,,,,,,,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-11-03 11:00 PM,2016,11,03,23,51.0,,,,,,,UG/M3,1 Hr,Valid
