Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Jakarta Central,PM2.5 - Principal,2016-08-01 08:00 AM,2016,08,01,08,137,Unhealthy for Sensitive Groups,50.1,61.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 09:00 AM,2016,08,01,09,137,Unhealthy for Sensitive Groups,50.0,51.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 10:00 AM,2016,08,01,10,135,Unhealthy for Sensitive Groups,49.5,48.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 11:00 AM,2016,08,01,11,134,Unhealthy for Sensitive Groups,48.9,58.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 12:00 PM,2016,08,01,12,132,Unhealthy for Sensitive Groups,48.2,58.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 01:00 PM,2016,08,01,13,131,Unhealthy for Sensitive Groups,47.7,59.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 02:00 PM,2016,08,01,14,131,Unhealthy for Sensitive Groups,47.6,47.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 03:00 PM,2016,08,01,15,129,Unhealthy for Sensitive Groups,46.7,27.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 04:00 PM,2016,08,01,16,123,Unhealthy for Sensitive Groups,44.5,27.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 05:00 PM,2016,08,01,17,119,Unhealthy for Sensitive Groups,42.9,29.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 06:00 PM,2016,08,01,18,115,Unhealthy for Sensitive Groups,41.1,30.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 07:00 PM,2016,08,01,19,112,Unhealthy for Sensitive Groups,40.0,25.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 08:00 PM,2016,08,01,20,109,Unhealthy for Sensitive Groups,38.7,29.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 09:00 PM,2016,08,01,21,106,Unhealthy for Sensitive Groups,37.6,29.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 10:00 PM,2016,08,01,22,105,Unhealthy for Sensitive Groups,37.0,33.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-01 11:00 PM,2016,08,01,23,104,Unhealthy for Sensitive Groups,36.7,35.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 12:00 AM,2016,08,02,00,102,Unhealthy for Sensitive Groups,36.0,49.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 01:00 AM,2016,08,02,01,100,Moderate,35.2,46.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 02:00 AM,2016,08,02,02,99,Moderate,35.1,43.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 03:00 AM,2016,08,02,03,101,Unhealthy for Sensitive Groups,35.7,30.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 04:00 AM,2016,08,02,04,104,Unhealthy for Sensitive Groups,36.8,31.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 05:00 AM,2016,08,02,05,106,Unhealthy for Sensitive Groups,37.5,26.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 06:00 AM,2016,08,02,06,107,Unhealthy for Sensitive Groups,38.0,31.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 07:00 AM,2016,08,02,07,109,Unhealthy for Sensitive Groups,38.6,28.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 08:00 AM,2016,08,02,08,110,Unhealthy for Sensitive Groups,39.2,34.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 09:00 AM,2016,08,02,09,113,Unhealthy for Sensitive Groups,40.3,38.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 10:00 AM,2016,08,02,10,116,Unhealthy for Sensitive Groups,41.5,41.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 11:00 AM,2016,08,02,11,120,Unhealthy for Sensitive Groups,43.1,39.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 12:00 PM,2016,08,02,12,124,Unhealthy for Sensitive Groups,45.0,41.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 01:00 PM,2016,08,02,13,129,Unhealthy for Sensitive Groups,46.7,55.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 02:00 PM,2016,08,02,14,132,Unhealthy for Sensitive Groups,48.2,62.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 03:00 PM,2016,08,02,15,136,Unhealthy for Sensitive Groups,49.7,54.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 04:00 PM,2016,08,02,16,138,Unhealthy for Sensitive Groups,50.4,44.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 05:00 PM,2016,08,02,17,137,Unhealthy for Sensitive Groups,50.2,41.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 06:00 PM,2016,08,02,18,137,Unhealthy for Sensitive Groups,50.2,43.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 07:00 PM,2016,08,02,19,136,Unhealthy for Sensitive Groups,49.8,39.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 08:00 PM,2016,08,02,20,136,Unhealthy for Sensitive Groups,49.7,56.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 09:00 PM,2016,08,02,21,135,Unhealthy for Sensitive Groups,49.4,58.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 10:00 PM,2016,08,02,22,135,Unhealthy for Sensitive Groups,49.2,72.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-02 11:00 PM,2016,08,02,23,134,Unhealthy for Sensitive Groups,49.1,80.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 12:00 AM,2016,08,03,00,134,Unhealthy for Sensitive Groups,48.7,91.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 01:00 AM,2016,08,03,01,133,Unhealthy for Sensitive Groups,48.4,82.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 02:00 AM,2016,08,03,02,133,Unhealthy for Sensitive Groups,48.5,77.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 03:00 AM,2016,08,03,03,132,Unhealthy for Sensitive Groups,48.0,47.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 04:00 AM,2016,08,03,04,129,Unhealthy for Sensitive Groups,47.0,26.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 05:00 AM,2016,08,03,05,128,Unhealthy for Sensitive Groups,46.4,26.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 06:00 AM,2016,08,03,06,126,Unhealthy for Sensitive Groups,45.5,23.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 07:00 AM,2016,08,03,07,124,Unhealthy for Sensitive Groups,45.0,25.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 08:00 AM,2016,08,03,08,123,Unhealthy for Sensitive Groups,44.5,26.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 09:00 AM,2016,08,03,09,120,Unhealthy for Sensitive Groups,43.1,33.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 10:00 AM,2016,08,03,10,117,Unhealthy for Sensitive Groups,42.0,40.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 11:00 AM,2016,08,03,11,113,Unhealthy for Sensitive Groups,40.4,29.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 12:00 PM,2016,08,03,12,109,Unhealthy for Sensitive Groups,38.9,33.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 01:00 PM,2016,08,03,13,108,Unhealthy for Sensitive Groups,38.4,58.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 02:00 PM,2016,08,03,14,109,Unhealthy for Sensitive Groups,38.9,49.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 03:00 PM,2016,08,03,15,113,Unhealthy for Sensitive Groups,40.5,32.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2016-08-03 04:00 PM,2016,08,03,16,114,Unhealthy for Sensitive Groups,40.9,29.0,UG/M3,1 Hr,Valid
