Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Ulaanbaatar,PM2.5 - Principal,2015-12-01 09:00 AM,2015,12,01,09,23.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 10:00 AM,2015,12,01,10,25.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 11:00 AM,2015,12,01,11,27.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 12:00 PM,2015,12,01,12,24.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 01:00 PM,2015,12,01,13,21.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 02:00 PM,2015,12,01,14,27.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 03:00 PM,2015,12,01,15,21.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 04:00 PM,2015,12,01,16,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 05:00 PM,2015,12,01,17,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 06:00 PM,2015,12,01,18,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 07:00 PM,2015,12,01,19,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 08:00 PM,2015,12,01,20,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 09:00 PM,2015,12,01,21,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 10:00 PM,2015,12,01,22,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-01 11:00 PM,2015,12,01,23,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-02 12:00 AM,2015,12,02,00,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-02 01:00 AM,2015,12,02,01,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-02 02:00 AM,2015,12,02,02,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-02 03:00 AM,2015,12,02,03,-999.0,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,2015-12-02 04:00 AM,2015,12,02,04,-999.0,UG/M3,1 Hr,Valid
