Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2016-02-01 07:00 AM,2016,02,01,07,205.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 08:00 AM,2016,02,01,08,208.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 09:00 AM,2016,02,01,09,235.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 10:00 AM,2016,02,01,10,217.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 11:00 AM,2016,02,01,11,180.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 12:00 PM,2016,02,01,12,101.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 01:00 PM,2016,02,01,13,85.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 02:00 PM,2016,02,01,14,54.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 03:00 PM,2016,02,01,15,51.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 04:00 PM,2016,02,01,16,56.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 05:00 PM,2016,02,01,17,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 06:00 PM,2016,02,01,18,30.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 07:00 PM,2016,02,01,19,59.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 08:00 PM,2016,02,01,20,92.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 09:00 PM,2016,02,01,21,117.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 10:00 PM,2016,02,01,22,163.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-01 11:00 PM,2016,02,01,23,169.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 12:00 AM,2016,02,02,00,155.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 01:00 AM,2016,02,02,01,144.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 02:00 AM,2016,02,02,02,115.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 03:00 AM,2016,02,02,03,107.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 04:00 AM,2016,02,02,04,108.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 05:00 AM,2016,02,02,05,161.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 06:00 AM,2016,02,02,06,272.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 07:00 AM,2016,02,02,07,354.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 08:00 AM,2016,02,02,08,279.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 09:00 AM,2016,02,02,09,240.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 10:00 AM,2016,02,02,10,136.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 11:00 AM,2016,02,02,11,82.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 12:00 PM,2016,02,02,12,63.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 01:00 PM,2016,02,02,13,71.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 02:00 PM,2016,02,02,14,35.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 03:00 PM,2016,02,02,15,53.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 04:00 PM,2016,02,02,16,41.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 05:00 PM,2016,02,02,17,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-02-02 06:00 PM,2016,02,02,18,46.0,UG/M3,1 Hr,Valid
