Site,Parameter,Date (LT),Year,Month,Day,Hour,Raw Conc.,24-hr. Midpoint Avg. Conc.,24-hr. Midpoint Avg. AQI,24-hr. Midpoint Avg. AQI Category,NowCast Conc.,NowCast AQI,NowCast AQI Category,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2016-11-01 01:00 AM,2016,11,01,01,467.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 02:00 AM,2016,11,01,02,543.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 03:00 AM,2016,11,01,03,741.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 04:00 AM,2016,11,01,04,745.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 05:00 AM,2016,11,01,05,678.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 06:00 AM,2016,11,01,06,594.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 07:00 AM,2016,11,01,07,542.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 08:00 AM,2016,11,01,08,404.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 09:00 AM,2016,11,01,09,389.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 10:00 AM,2016,11,01,10,348.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 11:00 AM,2016,11,01,11,287.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 12:00 PM,2016,11,01,12,236.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 01:00 PM,2016,11,01,13,1985.0,,,,,,,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,2016-11-01 02:00 PM,2016,11,01,14,-999.0,,,,,,,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,2016-11-01 03:00 PM,2016,11,01,15,-999.0,,,,,,,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,2016-11-01 04:00 PM,2016,11,01,16,-999.0,,,,,,,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,2016-11-01 05:00 PM,2016,11,01,17,1985.0,,,,,,,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,2016-11-01 06:00 PM,2016,11,01,18,132.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 07:00 PM,2016,11,01,19,217.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 08:00 PM,2016,11,01,20,279.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 09:00 PM,2016,11,01,21,309.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 10:00 PM,2016,11,01,22,358.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-01 11:00 PM,2016,11,01,23,377.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 12:00 AM,2016,11,02,00,438.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 01:00 AM,2016,11,02,01,499.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 02:00 AM,2016,11,02,02,523.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 03:00 AM,2016,11,02,03,526.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 04:00 AM,2016,11,02,04,585.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 05:00 AM,2016,11,02,05,635.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 06:00 AM,2016,11,02,06,1985.0,,,,,,,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,2016-11-02 07:00 AM,2016,11,02,07,1985.0,,,,,,,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,2016-11-02 08:00 AM,2016,11,02,08,1985.0,,,,,,,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,2016-11-02 09:00 AM,2016,11,02,09,1985.0,,,,,,,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,2016-11-02 10:00 AM,2016,11,02,10,789.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 11:00 AM,2016,11,02,11,769.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 12:00 PM,2016,11,02,12,511.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 01:00 PM,2016,11,02,13,628.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 02:00 PM,2016,11,02,14,342.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 03:00 PM,2016,11,02,15,230.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 04:00 PM,2016,11,02,16,225.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 05:00 PM,2016,11,02,17,217.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 06:00 PM,2016,11,02,18,793.0,,,,,,,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-11-02 07:00 PM,2016,11,02,19,923.0,,,,,,,UG/M3,1 Hr,Valid
