Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2016-01-01 07:00 AM,2016,01,01,07,386.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 08:00 AM,2016,01,01,08,372.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 09:00 AM,2016,01,01,09,354.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 10:00 AM,2016,01,01,10,297.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 11:00 AM,2016,01,01,11,196.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 12:00 PM,2016,01,01,12,138.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-31 01:00 AM,2016,01,31,01,496.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-31 02:00 AM,2016,01,31,02,466.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-31 03:00 AM,2016,01,31,03,419.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-31 04:00 AM,2016,01,31,04,387.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-31 05:00 AM,2016,01,31,05,349.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-31 06:00 AM,2016,01,31,06,334.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 07:00 PM,2016,01,30,19,405.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 08:00 PM,2016,01,30,20,552.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 09:00 PM,2016,01,30,21,470.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 10:00 PM,2016,01,30,22,530.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 11:00 PM,2016,01,30,23,493.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-31 12:00 AM,2016,01,31,00,528.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 01:00 PM,2016,01,30,13,152.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 02:00 PM,2016,01,30,14,178.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 03:00 PM,2016,01,30,15,200.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 04:00 PM,2016,01,30,16,213.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 05:00 PM,2016,01,30,17,221.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 06:00 PM,2016,01,30,18,296.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 07:00 AM,2016,01,30,07,305.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 08:00 AM,2016,01,30,08,253.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 09:00 AM,2016,01,30,09,306.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 10:00 AM,2016,01,30,10,429.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 11:00 AM,2016,01,30,11,348.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 12:00 PM,2016,01,30,12,308.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 01:00 AM,2016,01,30,01,391.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 02:00 AM,2016,01,30,02,387.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 03:00 AM,2016,01,30,03,398.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 04:00 AM,2016,01,30,04,368.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 05:00 AM,2016,01,30,05,358.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 06:00 AM,2016,01,30,06,329.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 07:00 PM,2016,01,29,19,272.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 08:00 PM,2016,01,29,20,265.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 09:00 PM,2016,01,29,21,466.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 10:00 PM,2016,01,29,22,428.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 11:00 PM,2016,01,29,23,382.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-30 12:00 AM,2016,01,30,00,403.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 01:00 PM,2016,01,29,13,153.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 02:00 PM,2016,01,29,14,137.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 03:00 PM,2016,01,29,15,286.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 04:00 PM,2016,01,29,16,267.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 05:00 PM,2016,01,29,17,242.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 06:00 PM,2016,01,29,18,257.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 07:00 AM,2016,01,29,07,382.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-29 08:00 AM,2016,01,29,08,454.0,UG/M3,1 Hr,Valid
