Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2016-09-01 08:00 AM,2016,09,01,08,72,Moderate,22.3,21.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 09:00 AM,2016,09,01,09,74,Moderate,22.9,21.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 10:00 AM,2016,09,01,10,73,Moderate,22.6,40.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 11:00 AM,2016,09,01,11,70,Moderate,21.3,15.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 12:00 PM,2016,09,01,12,68,Moderate,20.2,11.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 01:00 PM,2016,09,01,13,66,Moderate,19.1,19.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 02:00 PM,2016,09,01,14,63,Moderate,17.9,25.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 03:00 PM,2016,09,01,15,61,Moderate,16.7,21.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 04:00 PM,2016,09,01,16,59,Moderate,15.7,14.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 05:00 PM,2016,09,01,17,57,Moderate,15.0,13.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 06:00 PM,2016,09,01,18,56,Moderate,14.6,13.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 07:00 PM,2016,09,01,19,56,Moderate,14.4,22.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 08:00 PM,2016,09,01,20,55,Moderate,13.9,43.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 09:00 PM,2016,09,01,21,54,Moderate,13.6,36.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 10:00 PM,2016,09,01,22,53,Moderate,13.2,0.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-01 11:00 PM,2016,09,01,23,51,Moderate,12.3,-1.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-02 12:00 AM,2016,09,02,00,52,Moderate,12.4,-3.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-02 01:00 AM,2016,09,02,01,51,Moderate,12.3,-3.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-02 02:00 AM,2016,09,02,02,50,Good,11.9,-2.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-02 03:00 AM,2016,09,02,03,48,Good,11.6,-1.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-02 04:00 AM,2016,09,02,04,47,Good,11.2,2.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-02 05:00 AM,2016,09,02,05,47,Good,11.3,5.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-09-02 06:00 AM,2016,09,02,06,48,Good,11.4,10.8,UG/M3,1 Hr,Valid
