Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2016-01-01 08:00 AM,2016,01,01,08,63.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-01 09:00 AM,2016,01,01,09,77.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-01 10:00 AM,2016,01,01,10,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-01 11:00 AM,2016,01,01,11,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-01 12:00 PM,2016,01,01,12,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-01 01:00 PM,2016,01,01,13,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-31 02:00 AM,2016,01,31,02,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-31 03:00 AM,2016,01,31,03,53.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-31 04:00 AM,2016,01,31,04,35.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-31 05:00 AM,2016,01,31,05,34.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-31 06:00 AM,2016,01,31,06,33.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-31 07:00 AM,2016,01,31,07,77.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 08:00 PM,2016,01,30,20,55.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 09:00 PM,2016,01,30,21,58.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 10:00 PM,2016,01,30,22,61.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 11:00 PM,2016,01,30,23,57.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-31 12:00 AM,2016,01,31,00,68.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-31 01:00 AM,2016,01,31,01,78.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 02:00 PM,2016,01,30,14,21.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 03:00 PM,2016,01,30,15,32.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 04:00 PM,2016,01,30,16,41.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 05:00 PM,2016,01,30,17,51.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 06:00 PM,2016,01,30,18,53.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 07:00 PM,2016,01,30,19,58.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-01-30 08:00 AM,2016,01,30,08,42.0,UG/M3,1 Hr,Valid
