Site,Parameter,Date (LT),Year,Month,Day,Hour,Raw Conc.,24-hr. Midpoint Avg. Conc.,24-hr. Midpoint Avg. AQI,24-hr. Midpoint Avg. AQI Category,NowCast Conc.,NowCast AQI,NowCast AQI Category,Conc. Unit,Duration,QC Name
"[Hanoi, PM2.5 - Principal, 2016-10-01 01:00 AM, 2016, 10, 01, 01, 28.9, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 02:00 AM, 2016, 10, 01, 02, 27.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 03:00 AM, 2016, 10, 01, 03, 27.1, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 04:00 AM, 2016, 10, 01, 04, 29.8, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 05:00 AM, 2016, 10, 01, 05, 26.1, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 06:00 AM, 2016, 10, 01, 06, 31.1, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 07:00 AM, 2016, 10, 01, 07, 38.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 08:00 AM, 2016, 10, 01, 08, 94.4, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 09:00 AM, 2016, 10, 01, 09, 79.4, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 10:00 AM, 2016, 10, 01, 10, 63.1, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 11:00 AM, 2016, 10, 01, 11, 39.1, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 12:00 PM, 2016, 10, 01, 12, 43.7, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 01:00 PM, 2016, 10, 01, 13, 36.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 02:00 PM, 2016, 10, 01, 14, 37.7, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 03:00 PM, 2016, 10, 01, 15, 30.9, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 04:00 PM, 2016, 10, 01, 16, 29.1, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 05:00 PM, 2016, 10, 01, 17, 33.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 06:00 PM, 2016, 10, 01, 18, 35.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 07:00 PM, 2016, 10, 01, 19, 36.4, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 08:00 PM, 2016, 10, 01, 20, 49.7, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 09:00 PM, 2016, 10, 01, 21, 44.2, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 10:00 PM, 2016, 10, 01, 22, 50.4, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-01 11:00 PM, 2016, 10, 01, 23, 33.8, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-02 12:00 AM, 2016, 10, 02, 00, 30.1, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-02 01:00 AM, 2016, 10, 02, 01, 33.0, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-02 02:00 AM, 2016, 10, 02, 02, 33.8, , , , , , , UG/M3, 1 Hr, Valid]"
"[Hanoi, PM2.5 - Principal, 2016-10-02 03:00 AM, 2016, 10, 02, 03, 30.2, , , , , , , UG/M3, 1 Hr, Valid]"
