Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Mumbai,PM2.5 - Principal,2016-01-01 07:00 AM,2016,01,01,07,96.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-01 08:00 AM,2016,01,01,08,80.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-01 09:00 AM,2016,01,01,09,101.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-01 10:00 AM,2016,01,01,10,93.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-01 11:00 AM,2016,01,01,11,74.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-01 12:00 PM,2016,01,01,12,68.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-31 01:00 AM,2016,01,31,01,107.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-31 02:00 AM,2016,01,31,02,113.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-31 03:00 AM,2016,01,31,03,103.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-31 04:00 AM,2016,01,31,04,91.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-31 05:00 AM,2016,01,31,05,76.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-31 06:00 AM,2016,01,31,06,86.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-30 07:00 PM,2016,01,30,19,132.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-30 08:00 PM,2016,01,30,20,145.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-30 09:00 PM,2016,01,30,21,145.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-30 10:00 PM,2016,01,30,22,132.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2016-01-30 11:00 PM,2016,01,30,23,143.0,UG/M3,1 Hr,Valid
