Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Addis Ababa School,PM2.5 - Principal,2017-01-01 01:00 AM,2017,01,01,01,115,3,41.3,88.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 02:00 AM,2017,01,01,02,115,3,41.1,69.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 03:00 AM,2017,01,01,03,115,3,41.1,63.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 04:00 AM,2017,01,01,04,115,3,41.0,53.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 05:00 AM,2017,01,01,05,114,3,40.9,59.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 06:00 AM,2017,01,01,06,114,3,40.9,68.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 07:00 AM,2017,01,01,07,114,3,40.9,85.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 08:00 AM,2017,01,01,08,115,3,41.2,112.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 09:00 AM,2017,01,01,09,116,3,41.4,32.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 10:00 AM,2017,01,01,10,116,3,41.7,14.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 11:00 AM,2017,01,01,11,116,3,41.4,9.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 12:00 PM,2017,01,01,12,113,3,40.5,6.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 01:00 PM,2017,01,01,13,110,3,39.2,4.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 02:00 PM,2017,01,01,14,106,3,37.5,6.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 03:00 PM,2017,01,01,15,103,3,36.3,3.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 04:00 PM,2017,01,01,16,99,2,34.7,5.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 05:00 PM,2017,01,01,17,97,2,33.8,5.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 06:00 PM,2017,01,01,18,95,2,32.8,6.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 07:00 PM,2017,01,01,19,91,2,31.2,17.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 08:00 PM,2017,01,01,20,88,2,29.5,24.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 09:00 PM,2017,01,01,21,84,2,27.7,27.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 10:00 PM,2017,01,01,22,86,2,28.9,55.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-01 11:00 PM,2017,01,01,23,91,2,30.9,67.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 12:00 AM,2017,01,02,00,92,2,31.5,64.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 01:00 AM,2017,01,02,01,92,2,31.7,48.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 02:00 AM,2017,01,02,02,95,2,32.9,41.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 03:00 AM,2017,01,02,03,97,2,34.1,25.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 04:00 AM,2017,01,02,04,101,3,35.6,30.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 05:00 AM,2017,01,02,05,105,3,37.2,35.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 06:00 AM,2017,01,02,06,109,3,38.8,31.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 07:00 AM,2017,01,02,07,114,3,40.7,44.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 08:00 AM,2017,01,02,08,144,3,53.1,68.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 09:00 AM,2017,01,02,09,152,4,57.0,61.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 10:00 AM,2017,01,02,10,153,4,59.5,62.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 11:00 AM,2017,01,02,11,116,3,41.7,24.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 12:00 PM,2017,01,02,12,80,2,25.8,10.0,UG/M3,1 Hr,Valid
Addis Ababa School,PM2.5 - Principal,2017-01-02 01:00 PM,2017,01,02,13,80,2,25.8,-999.0,UG/M3,1 Hr,Missing
Addis Ababa School,PM2.5 - Principal,2017-01-02 02:00 PM,2017,01,02,14,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
