Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Chennai,PM2.5 - Principal,2016-02-01 08:00 AM,2016,02,01,08,115.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 09:00 AM,2016,02,01,09,95.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 10:00 AM,2016,02,01,10,37.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 11:00 AM,2016,02,01,11,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 12:00 PM,2016,02,01,12,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 01:00 PM,2016,02,01,13,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 02:00 PM,2016,02,01,14,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 03:00 PM,2016,02,01,15,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 04:00 PM,2016,02,01,16,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 05:00 PM,2016,02,01,17,34.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 06:00 PM,2016,02,01,18,36.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 07:00 PM,2016,02,01,19,36.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 08:00 PM,2016,02,01,20,41.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 09:00 PM,2016,02,01,21,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 10:00 PM,2016,02,01,22,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-01 11:00 PM,2016,02,01,23,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2016-02-02 12:00 AM,2016,02,02,00,23.0,UG/M3,1 Hr,Valid
